Entidad federativa,Edad,Población total,SLE,NSLE,NE
Nuevo León,6,27829.0,12372.0,11924.0,3533.0
Nuevo León,7,27850.0,21731.0,3346.0,2773.0
Nuevo León,8,29594.0,26656.0,1148.0,1790.0
Nuevo León,9,29975.0,28829.0,618.0,528.0
Nuevo León,10,31404.0,30530.0,299.0,575.0
Nuevo León,11,28690.0,28335.0,141.0,214.0
Nuevo León,12,29301.0,28872.0,100.0,329.0
Nuevo León,13,27283.0,26893.0,90.0,300.0
Nuevo León,14,27276.0,26917.0,77.0,282.0
Nuevo León,6,10659.0,4828.0,4378.0,1453.0
Nuevo León,7,10972.0,8509.0,1317.0,1146.0
Nuevo León,8,11616.0,10429.0,442.0,745.0
Nuevo León,9,11677.0,11273.0,211.0,193.0
Nuevo León,10,12314.0,11934.0,132.0,248.0
Nuevo León,11,11224.0,11093.0,56.0,75.0
Nuevo León,12,11788.0,11607.0,42.0,139.0
Nuevo León,13,11000.0,10843.0,38.0,119.0
Nuevo León,14,11301.0,11132.0,30.0,139.0
Nuevo León,6,18096.0,7538.0,8040.0,2518.0
Nuevo León,7,18440.0,13790.0,2696.0,1954.0
Nuevo León,8,19045.0,16711.0,1055.0,1279.0
Nuevo León,9,18733.0,17866.0,441.0,426.0
Nuevo León,10,20317.0,19534.0,233.0,550.0
Nuevo León,11,17975.0,17631.0,121.0,223.0
Nuevo León,12,18651.0,18242.0,79.0,330.0
Nuevo León,13,17142.0,16784.0,75.0,283.0
Nuevo León,14,17386.0,17086.0,59.0,241.0
Oaxaca,6,79444.0,23700.0,52822.0,2922.0
Oaxaca,7,78440.0,48439.0,27858.0,2143.0
Oaxaca,8,80986.0,63926.0,15836.0,1224.0
Oaxaca,9,82023.0,72618.0,8943.0,462.0
Oaxaca,10,87437.0,81465.0,5519.0,453.0
Oaxaca,11,76113.0,73427.0,2541.0,145.0
Oaxaca,12,83248.0,80949.0,2093.0,206.0
Oaxaca,13,81679.0,79741.0,1601.0,337.0
Oaxaca,14,85915.0,83984.0,1614.0,317.0
Oaxaca,6,10979.0,2216.0,8553.0,210.0
Oaxaca,7,10953.0,5285.0,5515.0,153.0
Oaxaca,8,11192.0,7688.0,3426.0,78.0
Oaxaca,9,11425.0,9452.0,1924.0,49.0
Oaxaca,10,12320.0,11035.0,1232.0,53.0
Oaxaca,11,10830.0,10249.0,562.0,19.0
Oaxaca,12,11666.0,11230.0,421.0,15.0
Oaxaca,13,11521.0,11153.0,325.0,43.0
Oaxaca,14,11995.0,11667.0,295.0,33.0
Oaxaca,6,9254.0,2092.0,6972.0,190.0
Oaxaca,7,9204.0,4820.0,4266.0,118.0
Oaxaca,8,9516.0,6852.0,2592.0,72.0
Oaxaca,9,9893.0,8353.0,1504.0,36.0
Oaxaca,10,10638.0,9699.0,901.0,38.0
Oaxaca,11,9197.0,8819.0,364.0,14.0
Oaxaca,12,10390.0,10071.0,295.0,24.0
Oaxaca,13,10168.0,9928.0,210.0,30.0
Oaxaca,14,10725.0,10491.0,201.0,33.0
Oaxaca,6,11156.0,2722.0,8211.0,223.0
Oaxaca,7,11244.0,6132.0,4938.0,174.0
Oaxaca,8,11676.0,8718.0,2859.0,99.0
Oaxaca,9,11866.0,10214.0,1613.0,39.0
Oaxaca,10,12922.0,11891.0,982.0,49.0
Oaxaca,11,11000.0,10539.0,450.0,11.0
Oaxaca,12,12587.0,12199.0,366.0,22.0
Oaxaca,13,12055.0,11745.0,265.0,45.0
Oaxaca,14,12637.0,12329.0,265.0,43.0
Oaxaca,6,13244.0,3611.0,9297.0,336.0
Oaxaca,7,12930.0,7470.0,5250.0,210.0
Oaxaca,8,13673.0,10351.0,3180.0,142.0
Oaxaca,9,14321.0,12294.0,1969.0,58.0
Oaxaca,10,15145.0,13895.0,1188.0,62.0
Oaxaca,11,13224.0,12643.0,551.0,30.0
Oaxaca,12,14405.0,13912.0,459.0,34.0
Oaxaca,13,14258.0,13861.0,356.0,41.0
Oaxaca,14,15210.0,14761.0,403.0,46.0
Oaxaca,6,6870.0,2129.0,4510.0,231.0
Oaxaca,7,7013.0,4493.0,2365.0,155.0
Oaxaca,8,7031.0,5590.0,1323.0,118.0
Oaxaca,9,7426.0,6632.0,748.0,46.0
Oaxaca,10,7845.0,7333.0,469.0,43.0
Oaxaca,11,6674.0,6440.0,220.0,14.0
Oaxaca,12,7386.0,7216.0,154.0,16.0
Oaxaca,13,7235.0,7070.0,144.0,21.0
Oaxaca,14,7517.0,7350.0,141.0,26.0
Oaxaca,6,5676.0,2029.0,3376.0,271.0
Oaxaca,7,5573.0,3987.0,1392.0,194.0
Oaxaca,8,5918.0,5101.0,715.0,102.0
Oaxaca,9,5653.0,5295.0,317.0,41.0
Oaxaca,10,6035.0,5774.0,226.0,35.0
Oaxaca,11,5158.0,5046.0,97.0,15.0
Oaxaca,12,5769.0,5643.0,104.0,22.0
Oaxaca,13,5560.0,5443.0,82.0,35.0
Oaxaca,14,5970.0,5850.0,99.0,21.0
Oaxaca,6,4317.0,1494.0,2579.0,244.0
Oaxaca,7,4155.0,3013.0,961.0,181.0
Oaxaca,8,4390.0,3837.0,466.0,87.0
Oaxaca,9,4167.0,3903.0,234.0,30.0
Oaxaca,10,4494.0,4329.0,134.0,31.0
Oaxaca,11,4040.0,3956.0,73.0,11.0
Oaxaca,12,4206.0,4101.0,91.0,14.0
Oaxaca,13,4194.0,4098.0,72.0,24.0
Oaxaca,14,4400.0,4318.0,63.0,19.0
Oaxaca,6,4300.0,1675.0,2423.0,202.0
Oaxaca,7,4059.0,3011.0,883.0,165.0
Oaxaca,8,4194.0,3745.0,367.0,82.0
Oaxaca,9,4083.0,3903.0,152.0,28.0
Oaxaca,10,4379.0,4241.0,105.0,33.0
Oaxaca,11,3817.0,3752.0,55.0,10.0
Oaxaca,12,4092.0,4022.0,51.0,19.0
Oaxaca,13,4071.0,4025.0,32.0,14.0
Oaxaca,14,4299.0,4244.0,36.0,19.0
Oaxaca,6,2174.0,896.0,1160.0,118.0
Oaxaca,7,2087.0,1566.0,412.0,109.0
Oaxaca,8,2197.0,1958.0,186.0,53.0
Oaxaca,9,2059.0,1943.0,100.0,16.0
Oaxaca,10,2191.0,2116.0,66.0,9.0
Oaxaca,11,1961.0,1918.0,39.0,4.0
Oaxaca,12,2087.0,2050.0,34.0,3.0
Oaxaca,13,2041.0,2001.0,27.0,13.0
Oaxaca,14,2119.0,2072.0,34.0,13.0
Oaxaca,6,5142.0,2109.0,2647.0,386.0
Oaxaca,7,5068.0,3868.0,938.0,262.0
Oaxaca,8,5053.0,4516.0,405.0,132.0
Oaxaca,9,5094.0,4854.0,199.0,41.0
Oaxaca,10,5230.0,5077.0,104.0,49.0
Oaxaca,11,4658.0,4598.0,53.0,7.0
Oaxaca,12,4901.0,4823.0,61.0,17.0
Oaxaca,13,4897.0,4817.0,44.0,36.0
Oaxaca,14,5123.0,5050.0,40.0,33.0
Oaxaca,6,1978.0,777.0,1037.0,164.0
Oaxaca,7,2036.0,1545.0,363.0,128.0
Oaxaca,8,1991.0,1774.0,144.0,73.0
Oaxaca,9,2023.0,1907.0,82.0,34.0
Oaxaca,10,2061.0,1995.0,47.0,19.0
Oaxaca,11,1869.0,1834.0,32.0,3.0
Oaxaca,12,1910.0,1874.0,24.0,12.0
Oaxaca,13,1846.0,1809.0,21.0,16.0
Oaxaca,14,1892.0,1864.0,17.0,11.0
Oaxaca,6,4354.0,1950.0,2057.0,347.0
Oaxaca,7,4118.0,3249.0,575.0,294.0
Oaxaca,8,4155.0,3796.0,173.0,186.0
Oaxaca,9,4013.0,3868.0,101.0,44.0
Oaxaca,10,4177.0,4080.0,65.0,32.0
Oaxaca,11,3685.0,3633.0,45.0,7.0
Oaxaca,12,3849.0,3808.0,33.0,8.0
Oaxaca,13,3833.0,3791.0,23.0,19.0
Oaxaca,14,4028.0,3988.0,20.0,20.0
Puebla,6,123212.0,43676.0,73502.0,6034.0
Puebla,7,123103.0,82443.0,35927.0,4733.0
Puebla,8,128521.0,107404.0,18066.0,3051.0
Puebla,9,125485.0,115592.0,8971.0,922.0
Puebla,10,130801.0,124531.0,5381.0,889.0
Puebla,11,113402.0,110480.0,2595.0,327.0
Puebla,12,121392.0,118800.0,2220.0,372.0
Puebla,13,116494.0,114067.0,1892.0,535.0
Puebla,14,122756.0,120290.0,1930.0,536.0
Puebla,6,6086.0,1356.0,4569.0,161.0
Puebla,7,6117.0,3125.0,2879.0,113.0
Puebla,8,6419.0,4780.0,1571.0,68.0
Puebla,9,6269.0,5428.0,810.0,31.0
Puebla,10,6835.0,6325.0,483.0,27.0
Puebla,11,5709.0,5476.0,214.0,19.0
Puebla,12,6291.0,6095.0,185.0,11.0
Puebla,13,5944.0,5778.0,150.0,16.0
Puebla,14,6350.0,6163.0,163.0,24.0
Puebla,6,6479.0,1374.0,4941.0,164.0
Puebla,7,6439.0,3239.0,3080.0,120.0
Puebla,8,6897.0,4957.0,1885.0,55.0
Puebla,9,6800.0,5843.0,936.0,21.0
Puebla,10,7048.0,6523.0,498.0,27.0
Puebla,11,5984.0,5747.0,225.0,12.0
Puebla,12,6756.0,6581.0,168.0,7.0
Puebla,13,6652.0,6489.0,140.0,23.0
Puebla,14,7067.0,6887.0,165.0,15.0
Puebla,6,9500.0,2099.0,7186.0,215.0
Puebla,7,9487.0,5012.0,4316.0,159.0
Puebla,8,9965.0,7431.0,2431.0,103.0
Puebla,9,10094.0,8757.0,1287.0,50.0
Puebla,10,10404.0,9634.0,724.0,46.0
Puebla,11,8963.0,8655.0,295.0,13.0
Puebla,12,9673.0,9410.0,251.0,12.0
Puebla,13,9422.0,9161.0,227.0,34.0
Puebla,14,10158.0,9918.0,207.0,33.0
Puebla,6,16040.0,4172.0,11414.0,454.0
Puebla,7,16352.0,9490.0,6561.0,301.0
Puebla,8,16941.0,13257.0,3487.0,197.0
Puebla,9,16645.0,14779.0,1772.0,94.0
Puebla,10,17343.0,16135.0,1122.0,86.0
Puebla,11,14807.0,14278.0,506.0,23.0
Puebla,12,16273.0,15808.0,417.0,48.0
Puebla,13,15574.0,15125.0,396.0,53.0
Puebla,14,16735.0,16261.0,407.0,67.0
Puebla,6,13726.0,4154.0,9123.0,449.0
Puebla,7,13756.0,8831.0,4617.0,308.0
Puebla,8,14336.0,11787.0,2333.0,216.0
Puebla,9,13994.0,12752.0,1166.0,76.0
Puebla,10,14552.0,13778.0,684.0,90.0
Puebla,11,12590.0,12231.0,332.0,27.0
Puebla,12,13480.0,13143.0,308.0,29.0
Puebla,13,13072.0,12756.0,270.0,46.0
Puebla,14,13735.0,13409.0,275.0,51.0
Puebla,6,11297.0,3577.0,7276.0,444.0
Puebla,7,11264.0,7514.0,3425.0,325.0
Puebla,8,11564.0,9776.0,1618.0,170.0
Puebla,9,11393.0,10613.0,729.0,51.0
Puebla,10,12045.0,11507.0,480.0,58.0
Puebla,11,10273.0,9982.0,269.0,22.0
Puebla,12,10966.0,10699.0,226.0,41.0
Puebla,13,10543.0,10326.0,169.0,48.0
Puebla,14,11355.0,11115.0,183.0,57.0
Puebla,6,5549.0,1943.0,3349.0,257.0
Puebla,7,5607.0,3977.0,1456.0,174.0
Puebla,8,5858.0,5119.0,645.0,94.0
Puebla,9,5647.0,5320.0,295.0,32.0
Puebla,10,5897.0,5672.0,191.0,34.0
Puebla,11,5096.0,4974.0,104.0,18.0
Puebla,12,5356.0,5251.0,94.0,11.0
Puebla,13,5198.0,5119.0,62.0,17.0
Puebla,14,5426.0,5344.0,68.0,14.0
Puebla,6,10659.0,4073.0,6074.0,512.0
Puebla,7,10463.0,7614.0,2460.0,389.0
Puebla,8,10970.0,9642.0,1078.0,250.0
Puebla,9,10601.0,10022.0,505.0,74.0
Puebla,10,10906.0,10517.0,318.0,71.0
Puebla,11,9410.0,9213.0,165.0,32.0
Puebla,12,10150.0,9955.0,165.0,30.0
Puebla,13,9456.0,9273.0,137.0,46.0
Puebla,14,9866.0,9691.0,125.0,50.0
Puebla,6,3253.0,1372.0,1705.0,176.0
Puebla,7,3234.0,2431.0,672.0,131.0
Puebla,8,3305.0,2966.0,254.0,85.0
Puebla,9,3193.0,3055.0,114.0,24.0
Puebla,10,3258.0,3175.0,67.0,16.0
Puebla,11,3013.0,2968.0,38.0,7.0
Puebla,12,3135.0,3104.0,25.0,6.0
Puebla,13,3002.0,2966.0,21.0,15.0
Puebla,14,3121.0,3081.0,31.0,9.0
Puebla,6,10115.0,4409.0,4942.0,764.0
Puebla,7,10181.0,7707.0,1874.0,600.0
Puebla,8,10513.0,9377.0,753.0,383.0
Puebla,9,10111.0,9654.0,337.0,120.0
Puebla,10,10600.0,10248.0,242.0,110.0
Puebla,11,9211.0,9029.0,144.0,38.0
Puebla,12,9766.0,9612.0,112.0,42.0
Puebla,13,9308.0,9156.0,99.0,53.0
Puebla,14,9844.0,9722.0,80.0,42.0
Puebla,6,5270.0,2054.0,2870.0,346.0
Puebla,7,5268.0,3913.0,1118.0,237.0
Puebla,8,5502.0,4806.0,510.0,186.0
Puebla,9,5333.0,5020.0,278.0,35.0
Puebla,10,5434.0,5253.0,150.0,31.0
Puebla,11,4864.0,4766.0,84.0,14.0
Puebla,12,4840.0,4744.0,87.0,9.0
Puebla,13,4755.0,4667.0,61.0,27.0
Puebla,14,4935.0,4835.0,73.0,27.0
Puebla,6,25238.0,13093.0,10053.0,2092.0
Puebla,7,24935.0,19590.0,3469.0,1876.0
Puebla,8,26251.0,23506.0,1501.0,1244.0
Puebla,9,25405.0,24349.0,742.0,314.0
Puebla,10,26479.0,25764.0,422.0,293.0
Puebla,11,23482.0,23161.0,219.0,102.0
Puebla,12,24706.0,24398.0,182.0,126.0
Puebla,13,23568.0,23251.0,160.0,157.0
Puebla,14,24164.0,23864.0,153.0,147.0
Querétaro,6,36254.0,15555.0,18118.0,2581.0
Querétaro,7,36779.0,27764.0,6963.0,2052.0
Querétaro,8,37305.0,33117.0,2956.0,1232.0
Querétaro,9,37183.0,35345.0,1515.0,323.0
Querétaro,10,39176.0,37862.0,1011.0,303.0
Querétaro,11,35111.0,34497.0,503.0,111.0
Querétaro,12,36693.0,36201.0,362.0,130.0
Querétaro,13,35279.0,34780.0,300.0,199.0
Querétaro,14,36349.0,35847.0,286.0,216.0
Querétaro,6,2414.0,777.0,1576.0,61.0
Querétaro,7,2441.0,1545.0,851.0,45.0
Querétaro,8,2545.0,2092.0,431.0,22.0
Querétaro,9,2528.0,2293.0,227.0,8.0
Querétaro,10,2774.0,2609.0,155.0,10.0
Querétaro,11,2416.0,2361.0,52.0,3.0
Querétaro,12,2468.0,2418.0,44.0,6.0
Querétaro,13,2451.0,2402.0,37.0,12.0
Querétaro,14,2430.0,2388.0,31.0,11.0
Querétaro,6,2155.0,684.0,1407.0,64.0
Querétaro,7,2320.0,1525.0,744.0,51.0
Querétaro,8,2240.0,1857.0,354.0,29.0
Querétaro,9,2402.0,2191.0,200.0,11.0
Querétaro,10,2450.0,2321.0,116.0,13.0
Querétaro,11,2233.0,2170.0,60.0,3.0
Querétaro,12,2340.0,2304.0,33.0,3.0
Querétaro,13,2136.0,2111.0,18.0,7.0
Querétaro,14,2341.0,2309.0,24.0,8.0
Querétaro,6,2557.0,910.0,1576.0,71.0
Querétaro,7,2749.0,1973.0,720.0,56.0
Querétaro,8,2769.0,2394.0,350.0,25.0
Querétaro,9,2804.0,2612.0,181.0,11.0
Querétaro,10,2931.0,2793.0,127.0,11.0
Querétaro,11,2587.0,2512.0,65.0,10.0
Querétaro,12,2737.0,2693.0,39.0,5.0
Querétaro,13,2581.0,2534.0,28.0,19.0
Querétaro,14,2642.0,2600.0,28.0,14.0
Querétaro,6,5191.0,1896.0,3103.0,192.0
Querétaro,7,5142.0,3714.0,1306.0,122.0
Querétaro,8,5240.0,4613.0,555.0,72.0
Querétaro,9,5366.0,5051.0,292.0,23.0
Querétaro,10,5619.0,5400.0,198.0,21.0
Querétaro,11,4846.0,4741.0,97.0,8.0
Querétaro,12,4936.0,4843.0,82.0,11.0
Querétaro,13,4678.0,4596.0,65.0,17.0
Querétaro,14,4940.0,4844.0,62.0,34.0
Querétaro,6,3858.0,1487.0,2195.0,176.0
Querétaro,7,3945.0,2970.0,839.0,136.0
Querétaro,8,4083.0,3623.0,390.0,70.0
Querétaro,9,4001.0,3793.0,179.0,29.0
Querétaro,10,4154.0,3988.0,132.0,34.0
Querétaro,11,3595.0,3524.0,63.0,8.0
Querétaro,12,3928.0,3863.0,53.0,12.0
Querétaro,13,3620.0,3564.0,35.0,21.0
Querétaro,14,3799.0,3726.0,45.0,28.0
Querétaro,6,2138.0,959.0,1034.0,145.0
Querétaro,7,2214.0,1717.0,343.0,154.0
Querétaro,8,2212.0,2010.0,118.0,84.0
Querétaro,9,2264.0,2190.0,59.0,15.0
Querétaro,10,2350.0,2293.0,37.0,20.0
Querétaro,11,1974.0,1938.0,25.0,11.0
Querétaro,12,2106.0,2085.0,13.0,8.0
Querétaro,13,1975.0,1946.0,16.0,13.0
Querétaro,14,2017.0,1990.0,16.0,11.0
Querétaro,6,1845.0,854.0,879.0,112.0
Querétaro,7,1894.0,1472.0,336.0,86.0
Querétaro,8,1874.0,1712.0,113.0,49.0
Querétaro,9,1916.0,1849.0,52.0,15.0
Querétaro,10,1913.0,1861.0,31.0,21.0
Querétaro,11,1728.0,1703.0,24.0,1.0
Querétaro,12,1772.0,1754.0,8.0,10.0
Querétaro,13,1779.0,1762.0,10.0,7.0
Querétaro,14,1826.0,1803.0,9.0,14.0
Querétaro,6,1611.0,801.0,695.0,115.0
Querétaro,7,1643.0,1396.0,164.0,83.0
Querétaro,8,1651.0,1530.0,72.0,49.0
Querétaro,9,1583.0,1533.0,37.0,13.0
Querétaro,10,1655.0,1609.0,29.0,17.0
Querétaro,11,1610.0,1599.0,9.0,2.0
Querétaro,12,1509.0,1490.0,14.0,5.0
Querétaro,13,1526.0,1505.0,13.0,8.0
Querétaro,14,1601.0,1579.0,8.0,14.0
Querétaro,6,1336.0,721.0,397.0,218.0
Querétaro,7,1283.0,1003.0,122.0,158.0
Querétaro,8,1355.0,1147.0,67.0,141.0
Querétaro,9,1242.0,1172.0,39.0,31.0
Querétaro,10,1338.0,1296.0,25.0,17.0
Querétaro,11,1231.0,1208.0,7.0,16.0
Querétaro,12,1261.0,1250.0,5.0,6.0
Querétaro,13,1182.0,1168.0,6.0,8.0
Querétaro,14,1224.0,1215.0,2.0,7.0
Querétaro,6,2691.0,1361.0,1043.0,287.0
Querétaro,7,2632.0,2121.0,267.0,244.0
Querétaro,8,2660.0,2450.0,68.0,142.0
Querétaro,9,2594.0,2518.0,39.0,37.0
Querétaro,10,2827.0,2769.0,31.0,27.0
Querétaro,11,2527.0,2508.0,14.0,5.0
Querétaro,12,2613.0,2595.0,7.0,11.0
Querétaro,13,2648.0,2614.0,17.0,17.0
Querétaro,14,2593.0,2564.0,14.0,15.0
Querétaro,6,10458.0,5105.0,4213.0,1140.0
Querétaro,7,10516.0,8328.0,1271.0,917.0
Querétaro,8,10676.0,9689.0,438.0,549.0
Querétaro,9,10483.0,10143.0,210.0,130.0
Querétaro,10,11165.0,10923.0,130.0,112.0
Querétaro,11,10364.0,10233.0,87.0,44.0
Querétaro,12,11023.0,10906.0,64.0,53.0
Querétaro,13,10703.0,10578.0,55.0,70.0
Querétaro,14,10936.0,10829.0,47.0,60.0
Quintana Roo,6,25074.0,9711.0,12573.0,2790.0
Quintana Roo,7,25477.0,17975.0,5387.0,2115.0
Quintana Roo,8,25599.0,21723.0,2554.0,1322.0
Quintana Roo,9,25328.0,23550.0,1334.0,444.0
Quintana Roo,10,26391.0,25062.0,799.0,530.0
Quintana Roo,11,23298.0,22733.0,348.0,217.0
Quintana Roo,12,24144.0,23578.0,276.0,290.0
Quintana Roo,13,23336.0,22831.0,235.0,270.0
Quintana Roo,14,24139.0,23647.0,225.0,267.0
Quintana Roo,6,570.0,99.0,450.0,21.0
Quintana Roo,7,605.0,275.0,320.0,10.0
Quintana Roo,8,621.0,446.0,166.0,9.0
Quintana Roo,9,629.0,545.0,80.0,4.0
Quintana Roo,10,598.0,540.0,53.0,5.0
Quintana Roo,11,599.0,573.0,23.0,3.0
Quintana Roo,12,611.0,587.0,22.0,2.0
Quintana Roo,13,550.0,533.0,12.0,5.0
Quintana Roo,14,564.0,545.0,17.0,2.0
Quintana Roo,6,513.0,79.0,409.0,25.0
Quintana Roo,7,529.0,242.0,279.0,8.0
Quintana Roo,8,559.0,362.0,193.0,4.0
Quintana Roo,9,586.0,486.0,97.0,3.0
Quintana Roo,10,642.0,592.0,45.0,5.0
Quintana Roo,11,563.0,542.0,21.0,0.0
Quintana Roo,12,540.0,530.0,7.0,3.0
Quintana Roo,13,548.0,538.0,6.0,4.0
Quintana Roo,14,547.0,535.0,10.0,2.0
Quintana Roo,6,1094.0,244.0,822.0,28.0
Quintana Roo,7,1108.0,599.0,488.0,21.0
Quintana Roo,8,1137.0,847.0,270.0,20.0
Quintana Roo,9,1191.0,1045.0,133.0,13.0
Quintana Roo,10,1276.0,1196.0,70.0,10.0
Quintana Roo,11,1118.0,1091.0,26.0,1.0
Quintana Roo,12,1211.0,1186.0,22.0,3.0
Quintana Roo,13,1162.0,1134.0,20.0,8.0
Quintana Roo,14,1148.0,1121.0,21.0,6.0
Quintana Roo,6,1236.0,271.0,918.0,47.0
Quintana Roo,7,1315.0,787.0,498.0,30.0
Quintana Roo,8,1380.0,1106.0,263.0,11.0
Quintana Roo,9,1423.0,1298.0,119.0,6.0
Quintana Roo,10,1485.0,1380.0,90.0,15.0
Quintana Roo,11,1278.0,1247.0,30.0,1.0
Quintana Roo,12,1388.0,1354.0,29.0,5.0
Quintana Roo,13,1312.0,1281.0,24.0,7.0
Quintana Roo,14,1352.0,1322.0,21.0,9.0
Quintana Roo,6,781.0,247.0,512.0,22.0
Quintana Roo,7,825.0,515.0,288.0,22.0
Quintana Roo,8,841.0,660.0,176.0,5.0
Quintana Roo,9,821.0,729.0,86.0,6.0
Quintana Roo,10,846.0,787.0,57.0,2.0
Quintana Roo,11,782.0,755.0,23.0,4.0
Quintana Roo,12,761.0,736.0,19.0,6.0
Quintana Roo,13,753.0,732.0,18.0,3.0
Quintana Roo,14,752.0,738.0,9.0,5.0
Quintana Roo,6,691.0,226.0,372.0,93.0
Quintana Roo,7,696.0,488.0,158.0,50.0
Quintana Roo,8,666.0,572.0,69.0,25.0
Quintana Roo,9,695.0,640.0,45.0,10.0
Quintana Roo,10,762.0,729.0,26.0,7.0
Quintana Roo,11,612.0,598.0,10.0,4.0
Quintana Roo,12,614.0,606.0,4.0,4.0
Quintana Roo,13,576.0,566.0,6.0,4.0
Quintana Roo,14,642.0,633.0,5.0,4.0
Quintana Roo,6,1012.0,320.0,569.0,123.0
Quintana Roo,7,1020.0,691.0,243.0,86.0
Quintana Roo,8,1052.0,896.0,107.0,49.0
Quintana Roo,9,993.0,917.0,63.0,13.0
Quintana Roo,10,1048.0,998.0,39.0,11.0
Quintana Roo,11,931.0,911.0,19.0,1.0
Quintana Roo,12,1020.0,1001.0,12.0,7.0
Quintana Roo,13,987.0,969.0,10.0,8.0
Quintana Roo,14,1043.0,1029.0,10.0,4.0
Quintana Roo,6,850.0,255.0,486.0,109.0
Quintana Roo,7,927.0,644.0,234.0,49.0
Quintana Roo,8,931.0,793.0,117.0,21.0
Quintana Roo,9,883.0,806.0,66.0,11.0
Quintana Roo,10,930.0,883.0,35.0,12.0
Quintana Roo,11,836.0,819.0,15.0,2.0
Quintana Roo,12,895.0,885.0,7.0,3.0
Quintana Roo,13,799.0,785.0,7.0,7.0
Quintana Roo,14,888.0,868.0,11.0,9.0
Quintana Roo,6,1400.0,642.0,605.0,153.0
Quintana Roo,7,1532.0,1156.0,229.0,147.0
Quintana Roo,8,1455.0,1318.0,65.0,72.0
Quintana Roo,9,1582.0,1506.0,49.0,27.0
Quintana Roo,10,1611.0,1564.0,24.0,23.0
Quintana Roo,11,1417.0,1393.0,10.0,14.0
Quintana Roo,12,1432.0,1417.0,9.0,6.0
Quintana Roo,13,1408.0,1393.0,7.0,8.0
Quintana Roo,14,1407.0,1391.0,10.0,6.0
Quintana Roo,6,5377.0,2198.0,2504.0,675.0
Quintana Roo,7,5423.0,3952.0,952.0,519.0
Quintana Roo,8,5344.0,4608.0,414.0,322.0
Quintana Roo,9,5172.0,4870.0,207.0,95.0
Quintana Roo,10,5419.0,5183.0,135.0,101.0
Quintana Roo,11,4628.0,4516.0,63.0,49.0
Quintana Roo,12,4736.0,4630.0,50.0,56.0
Quintana Roo,13,4590.0,4496.0,38.0,56.0
Quintana Roo,14,4833.0,4746.0,27.0,60.0
Quintana Roo,6,11550.0,5130.0,4926.0,1494.0
Quintana Roo,7,11497.0,8626.0,1698.0,1173.0
Quintana Roo,8,11613.0,10115.0,714.0,784.0
Quintana Roo,9,11353.0,10708.0,389.0,256.0
Quintana Roo,10,11774.0,11210.0,225.0,339.0
Quintana Roo,11,10534.0,10288.0,108.0,138.0
Quintana Roo,12,10936.0,10646.0,95.0,195.0
Quintana Roo,13,10651.0,10404.0,87.0,160.0
Quintana Roo,14,10963.0,10719.0,84.0,160.0
San Luis Potosí,6,52539.0,21157.0,28603.0,2779.0
San Luis Potosí,7,53257.0,39366.0,11737.0,2154.0
San Luis Potosí,8,54665.0,47723.0,5463.0,1479.0
San Luis Potosí,9,55983.0,52775.0,2825.0,383.0
San Luis Potosí,10,57871.0,55893.0,1583.0,395.0
San Luis Potosí,11,51630.0,50695.0,764.0,171.0
San Luis Potosí,12,53747.0,52937.0,638.0,172.0
San Luis Potosí,13,52472.0,51719.0,468.0,285.0
San Luis Potosí,14,54434.0,53665.0,469.0,300.0
San Luis Potosí,6,5375.0,1533.0,3687.0,155.0
San Luis Potosí,7,5477.0,3357.0,2029.0,91.0
San Luis Potosí,8,5576.0,4557.0,970.0,49.0
San Luis Potosí,9,6052.0,5509.0,515.0,28.0
San Luis Potosí,10,6224.0,5888.0,304.0,32.0
San Luis Potosí,11,5403.0,5259.0,135.0,9.0
San Luis Potosí,12,5650.0,5538.0,103.0,9.0
San Luis Potosí,13,5738.0,5634.0,74.0,30.0
San Luis Potosí,14,5825.0,5709.0,91.0,25.0
San Luis Potosí,6,4908.0,1363.0,3410.0,135.0
San Luis Potosí,7,4962.0,3053.0,1844.0,65.0
San Luis Potosí,8,5201.0,4098.0,1053.0,50.0
San Luis Potosí,9,5507.0,4962.0,520.0,25.0
San Luis Potosí,10,5620.0,5314.0,282.0,24.0
San Luis Potosí,11,4873.0,4753.0,109.0,11.0
San Luis Potosí,12,5149.0,5070.0,72.0,7.0
San Luis Potosí,13,5011.0,4921.0,74.0,16.0
San Luis Potosí,14,5388.0,5311.0,51.0,26.0
San Luis Potosí,6,5418.0,1549.0,3705.0,164.0
San Luis Potosí,7,5455.0,3465.0,1864.0,126.0
San Luis Potosí,8,5838.0,4833.0,930.0,75.0
San Luis Potosí,9,6145.0,5585.0,534.0,26.0
San Luis Potosí,10,6295.0,5998.0,278.0,19.0
San Luis Potosí,11,5284.0,5169.0,104.0,11.0
San Luis Potosí,12,5727.0,5615.0,99.0,13.0
San Luis Potosí,13,5678.0,5579.0,67.0,32.0
San Luis Potosí,14,6103.0,6008.0,70.0,25.0
San Luis Potosí,6,4879.0,1678.0,3054.0,147.0
San Luis Potosí,7,4999.0,3462.0,1441.0,96.0
San Luis Potosí,8,5029.0,4236.0,745.0,48.0
San Luis Potosí,9,5243.0,4856.0,359.0,28.0
San Luis Potosí,10,5422.0,5197.0,195.0,30.0
San Luis Potosí,11,4741.0,4637.0,94.0,10.0
San Luis Potosí,12,4821.0,4743.0,68.0,10.0
San Luis Potosí,13,4744.0,4658.0,58.0,28.0
