Entidad federativa,Edad,Población total,SLE,NSLE,NE
Tamaulipas,14,922.0,914.0,5.0,3.0
Tamaulipas,6,4522.0,2098.0,2122.0,302.0
Tamaulipas,7,4523.0,3508.0,738.0,277.0
Tamaulipas,8,4658.0,4220.0,285.0,153.0
Tamaulipas,9,4601.0,4387.0,151.0,63.0
Tamaulipas,10,4853.0,4703.0,90.0,60.0
Tamaulipas,11,4329.0,4230.0,67.0,32.0
Tamaulipas,12,4594.0,4533.0,29.0,32.0
Tamaulipas,13,4225.0,4165.0,28.0,32.0
Tamaulipas,14,4360.0,4305.0,31.0,24.0
Tamaulipas,6,5433.0,3033.0,1715.0,685.0
Tamaulipas,7,5511.0,4355.0,563.0,593.0
Tamaulipas,8,5757.0,5187.0,218.0,352.0
Tamaulipas,9,5577.0,5340.0,117.0,120.0
Tamaulipas,10,5725.0,5528.0,68.0,129.0
Tamaulipas,11,5206.0,5103.0,45.0,58.0
Tamaulipas,12,5288.0,5166.0,35.0,87.0
Tamaulipas,13,4969.0,4846.0,25.0,98.0
Tamaulipas,14,5167.0,5066.0,24.0,77.0
Tamaulipas,6,26172.0,11768.0,11337.0,3067.0
Tamaulipas,7,26039.0,19964.0,3816.0,2259.0
Tamaulipas,8,27438.0,24645.0,1458.0,1335.0
Tamaulipas,9,27123.0,25870.0,741.0,512.0
Tamaulipas,10,28131.0,27109.0,412.0,610.0
Tamaulipas,11,25043.0,24570.0,231.0,242.0
Tamaulipas,12,25714.0,25165.0,165.0,384.0
Tamaulipas,13,25252.0,24769.0,141.0,342.0
Tamaulipas,14,25331.0,24887.0,138.0,306.0
Tamaulipas,6,10847.0,4749.0,4470.0,1628.0
Tamaulipas,7,10758.0,7980.0,1571.0,1207.0
Tamaulipas,8,11269.0,9903.0,686.0,680.0
Tamaulipas,9,10810.0,10252.0,328.0,230.0
Tamaulipas,10,11000.0,10525.0,191.0,284.0
Tamaulipas,11,9307.0,9113.0,85.0,109.0
Tamaulipas,12,9790.0,9548.0,75.0,167.0
Tamaulipas,13,9328.0,9114.0,62.0,152.0
Tamaulipas,14,9240.0,9058.0,50.0,132.0
Tlaxcala,6,24701.0,10235.0,12948.0,1518.0
Tlaxcala,7,24706.0,18987.0,4531.0,1188.0
Tlaxcala,8,25421.0,23191.0,1628.0,602.0
Tlaxcala,9,24360.0,23421.0,766.0,173.0
Tlaxcala,10,25567.0,24941.0,435.0,191.0
Tlaxcala,11,22474.0,22225.0,202.0,47.0
Tlaxcala,12,23534.0,23293.0,148.0,93.0
Tlaxcala,13,23130.0,22850.0,136.0,144.0
Tlaxcala,14,23929.0,23610.0,162.0,157.0
Tlaxcala,6,450.0,153.0,288.0,9.0
Tlaxcala,7,499.0,344.0,147.0,8.0
Tlaxcala,8,494.0,426.0,66.0,2.0
Tlaxcala,9,416.0,390.0,25.0,1.0
Tlaxcala,10,452.0,425.0,23.0,4.0
Tlaxcala,11,470.0,459.0,11.0,0.0
Tlaxcala,12,479.0,470.0,7.0,2.0
Tlaxcala,13,426.0,416.0,9.0,1.0
Tlaxcala,14,470.0,464.0,6.0,0.0
Tlaxcala,6,405.0,149.0,237.0,19.0
Tlaxcala,7,428.0,300.0,114.0,14.0
Tlaxcala,8,440.0,388.0,46.0,6.0
Tlaxcala,9,412.0,395.0,17.0,0.0
Tlaxcala,10,455.0,449.0,4.0,2.0
Tlaxcala,11,350.0,346.0,4.0,0.0
Tlaxcala,12,399.0,394.0,0.0,5.0
Tlaxcala,13,365.0,356.0,2.0,7.0
Tlaxcala,14,440.0,435.0,2.0,3.0
Tlaxcala,6,1094.0,437.0,626.0,31.0
Tlaxcala,7,1119.0,876.0,216.0,27.0
Tlaxcala,8,1127.0,1047.0,66.0,14.0
Tlaxcala,9,1199.0,1159.0,34.0,6.0
Tlaxcala,10,1152.0,1116.0,28.0,8.0
Tlaxcala,11,978.0,971.0,7.0,0.0
Tlaxcala,12,1062.0,1050.0,6.0,6.0
Tlaxcala,13,1049.0,1038.0,5.0,6.0
Tlaxcala,14,1120.0,1105.0,7.0,8.0
Tlaxcala,6,3170.0,1276.0,1738.0,156.0
Tlaxcala,7,3042.0,2344.0,573.0,125.0
Tlaxcala,8,3295.0,3012.0,207.0,76.0
Tlaxcala,9,3045.0,2928.0,95.0,22.0
Tlaxcala,10,3118.0,3038.0,56.0,24.0
Tlaxcala,11,2752.0,2728.0,18.0,6.0
Tlaxcala,12,2968.0,2933.0,24.0,11.0
Tlaxcala,13,2940.0,2899.0,22.0,19.0
Tlaxcala,14,3053.0,3010.0,28.0,15.0
Tlaxcala,6,4048.0,1694.0,2110.0,244.0
Tlaxcala,7,4016.0,3119.0,711.0,186.0
Tlaxcala,8,4140.0,3841.0,225.0,74.0
Tlaxcala,9,3920.0,3786.0,105.0,29.0
Tlaxcala,10,4168.0,4076.0,61.0,31.0
Tlaxcala,11,3586.0,3539.0,38.0,9.0
Tlaxcala,12,3850.0,3811.0,27.0,12.0
Tlaxcala,13,3725.0,3696.0,15.0,14.0
Tlaxcala,14,3851.0,3800.0,30.0,21.0
Tlaxcala,6,4852.0,1975.0,2604.0,273.0
Tlaxcala,7,4790.0,3688.0,873.0,229.0
Tlaxcala,8,4974.0,4537.0,331.0,106.0
Tlaxcala,9,4766.0,4560.0,166.0,40.0
Tlaxcala,10,5041.0,4909.0,100.0,32.0
Tlaxcala,11,4490.0,4430.0,50.0,10.0
Tlaxcala,12,4557.0,4507.0,40.0,10.0
Tlaxcala,13,4505.0,4453.0,18.0,34.0
Tlaxcala,14,4572.0,4504.0,30.0,38.0
Tlaxcala,6,2316.0,991.0,1168.0,157.0
Tlaxcala,7,2375.0,1858.0,401.0,116.0
Tlaxcala,8,2373.0,2153.0,152.0,68.0
Tlaxcala,9,2279.0,2193.0,67.0,19.0
Tlaxcala,10,2401.0,2351.0,34.0,16.0
Tlaxcala,11,2143.0,2117.0,20.0,6.0
Tlaxcala,12,2205.0,2181.0,11.0,13.0
Tlaxcala,13,2212.0,2180.0,16.0,16.0
Tlaxcala,14,2237.0,2206.0,14.0,17.0
Tlaxcala,6,2452.0,1037.0,1195.0,220.0
Tlaxcala,7,2529.0,1923.0,445.0,161.0
Tlaxcala,8,2499.0,2280.0,148.0,71.0
Tlaxcala,9,2423.0,2340.0,64.0,19.0
Tlaxcala,10,2595.0,2538.0,35.0,22.0
Tlaxcala,11,2306.0,2285.0,18.0,3.0
Tlaxcala,12,2387.0,2366.0,8.0,13.0
Tlaxcala,13,2383.0,2360.0,10.0,13.0
Tlaxcala,14,2436.0,2404.0,10.0,22.0
Tlaxcala,6,3343.0,1523.0,1626.0,194.0
Tlaxcala,7,3292.0,2606.0,542.0,144.0
Tlaxcala,8,3409.0,3103.0,209.0,97.0
Tlaxcala,9,3296.0,3168.0,107.0,21.0
Tlaxcala,10,3466.0,3388.0,53.0,25.0
Tlaxcala,11,3162.0,3134.0,18.0,10.0
Tlaxcala,12,3281.0,3255.0,13.0,13.0
Tlaxcala,13,3198.0,3166.0,19.0,13.0
Tlaxcala,14,3403.0,3370.0,17.0,16.0
Tlaxcala,6,2571.0,1000.0,1356.0,215.0
Tlaxcala,7,2616.0,1929.0,509.0,178.0
Tlaxcala,8,2670.0,2404.0,178.0,88.0
Tlaxcala,9,2604.0,2502.0,86.0,16.0
Tlaxcala,10,2719.0,2651.0,41.0,27.0
Tlaxcala,11,2237.0,2216.0,18.0,3.0
Tlaxcala,12,2346.0,2326.0,12.0,8.0
Tlaxcala,13,2327.0,2286.0,20.0,21.0
Tlaxcala,14,2347.0,2312.0,18.0,17.0
Veracruz de Ignacio de la Llave,6,141326.0,46211.0,88440.0,6675.0
Veracruz de Ignacio de la Llave,7,146461.0,95346.0,46058.0,5057.0
Veracruz de Ignacio de la Llave,8,151226.0,124737.0,23690.0,2799.0
Veracruz de Ignacio de la Llave,9,151868.0,137767.0,13048.0,1053.0
Veracruz de Ignacio de la Llave,10,156611.0,147276.0,8322.0,1013.0
Veracruz de Ignacio de la Llave,11,140386.0,135584.0,4387.0,415.0
Veracruz de Ignacio de la Llave,12,148556.0,144567.0,3511.0,478.0
Veracruz de Ignacio de la Llave,13,143845.0,140192.0,2996.0,657.0
Veracruz de Ignacio de la Llave,14,152128.0,148433.0,2974.0,721.0
Veracruz de Ignacio de la Llave,6,13581.0,2923.0,10312.0,346.0
Veracruz de Ignacio de la Llave,7,13989.0,7119.0,6683.0,187.0
Veracruz de Ignacio de la Llave,8,14686.0,10822.0,3739.0,125.0
Veracruz de Ignacio de la Llave,9,15230.0,12993.0,2163.0,74.0
Veracruz de Ignacio de la Llave,10,15702.0,14339.0,1292.0,71.0
Veracruz de Ignacio de la Llave,11,13842.0,13124.0,693.0,25.0
Veracruz de Ignacio de la Llave,12,15013.0,14461.0,514.0,38.0
Veracruz de Ignacio de la Llave,13,14439.0,13973.0,417.0,49.0
Veracruz de Ignacio de la Llave,14,15408.0,14950.0,400.0,58.0
Veracruz de Ignacio de la Llave,6,14246.0,3046.0,10853.0,347.0
Veracruz de Ignacio de la Llave,7,15028.0,7808.0,6989.0,231.0
Veracruz de Ignacio de la Llave,8,15830.0,11442.0,4227.0,161.0
Veracruz de Ignacio de la Llave,9,16378.0,14018.0,2265.0,95.0
Veracruz de Ignacio de la Llave,10,16772.0,15335.0,1350.0,87.0
Veracruz de Ignacio de la Llave,11,14964.0,14304.0,615.0,45.0
Veracruz de Ignacio de la Llave,12,15903.0,15360.0,491.0,52.0
Veracruz de Ignacio de la Llave,13,15395.0,14916.0,429.0,50.0
Veracruz de Ignacio de la Llave,14,16518.0,16029.0,413.0,76.0
Veracruz de Ignacio de la Llave,6,16378.0,4037.0,11879.0,462.0
Veracruz de Ignacio de la Llave,7,17244.0,9665.0,7266.0,313.0
Veracruz de Ignacio de la Llave,8,18048.0,13816.0,4057.0,175.0
Veracruz de Ignacio de la Llave,9,18412.0,16125.0,2206.0,81.0
Veracruz de Ignacio de la Llave,10,18872.0,17340.0,1440.0,92.0
Veracruz de Ignacio de la Llave,11,16873.0,16084.0,759.0,30.0
Veracruz de Ignacio de la Llave,12,17875.0,17250.0,575.0,50.0
Veracruz de Ignacio de la Llave,13,17212.0,16675.0,481.0,56.0
Veracruz de Ignacio de la Llave,14,18180.0,17587.0,511.0,82.0
Veracruz de Ignacio de la Llave,6,16411.0,4435.0,11446.0,530.0
Veracruz de Ignacio de la Llave,7,17181.0,10234.0,6588.0,359.0
Veracruz de Ignacio de la Llave,8,17643.0,13866.0,3594.0,183.0
Veracruz de Ignacio de la Llave,9,18097.0,15937.0,2097.0,63.0
Veracruz de Ignacio de la Llave,10,18408.0,16969.0,1357.0,82.0
Veracruz de Ignacio de la Llave,11,16691.0,15913.0,752.0,26.0
Veracruz de Ignacio de la Llave,12,17573.0,16899.0,640.0,34.0
Veracruz de Ignacio de la Llave,13,17027.0,16416.0,562.0,49.0
Veracruz de Ignacio de la Llave,14,17845.0,17235.0,521.0,89.0
Veracruz de Ignacio de la Llave,6,11026.0,3279.0,7314.0,433.0
Veracruz de Ignacio de la Llave,7,11433.0,7272.0,3855.0,306.0
Veracruz de Ignacio de la Llave,8,11661.0,9723.0,1773.0,165.0
Veracruz de Ignacio de la Llave,9,11429.0,10353.0,1002.0,74.0
Veracruz de Ignacio de la Llave,10,11856.0,11104.0,691.0,61.0
Veracruz de Ignacio de la Llave,11,10633.0,10207.0,403.0,23.0
Veracruz de Ignacio de la Llave,12,11301.0,10948.0,324.0,29.0
Veracruz de Ignacio de la Llave,13,10648.0,10355.0,252.0,41.0
Veracruz de Ignacio de la Llave,14,11720.0,11347.0,320.0,53.0
Veracruz de Ignacio de la Llave,6,9884.0,3406.0,6019.0,459.0
Veracruz de Ignacio de la Llave,7,10280.0,7204.0,2735.0,341.0
Veracruz de Ignacio de la Llave,8,10656.0,9034.0,1422.0,200.0
Veracruz de Ignacio de la Llave,9,10503.0,9637.0,797.0,69.0
Veracruz de Ignacio de la Llave,10,11027.0,10393.0,566.0,68.0
Veracruz de Ignacio de la Llave,11,9802.0,9473.0,285.0,44.0
Veracruz de Ignacio de la Llave,12,10348.0,10082.0,238.0,28.0
Veracruz de Ignacio de la Llave,13,9991.0,9742.0,208.0,41.0
Veracruz de Ignacio de la Llave,14,10535.0,10258.0,229.0,48.0
Veracruz de Ignacio de la Llave,6,7188.0,2656.0,4178.0,354.0
Veracruz de Ignacio de la Llave,7,7230.0,4994.0,1904.0,332.0
Veracruz de Ignacio de la Llave,8,7375.0,6322.0,879.0,174.0
Veracruz de Ignacio de la Llave,9,7343.0,6737.0,537.0,69.0
Veracruz de Ignacio de la Llave,10,7632.0,7215.0,350.0,67.0
Veracruz de Ignacio de la Llave,11,6800.0,6590.0,187.0,23.0
Veracruz de Ignacio de la Llave,12,7149.0,6966.0,158.0,25.0
Veracruz de Ignacio de la Llave,13,6948.0,6769.0,137.0,42.0
Veracruz de Ignacio de la Llave,14,7227.0,7051.0,121.0,55.0
Veracruz de Ignacio de la Llave,6,9800.0,3800.0,5367.0,633.0
Veracruz de Ignacio de la Llave,7,10025.0,7439.0,2125.0,461.0
Veracruz de Ignacio de la Llave,8,10065.0,8906.0,885.0,274.0
Veracruz de Ignacio de la Llave,9,9935.0,9415.0,433.0,87.0
Veracruz de Ignacio de la Llave,10,10291.0,9923.0,287.0,81.0
Veracruz de Ignacio de la Llave,11,9334.0,9124.0,178.0,32.0
Veracruz de Ignacio de la Llave,12,9857.0,9681.0,137.0,39.0
Veracruz de Ignacio de la Llave,13,9642.0,9456.0,120.0,66.0
Veracruz de Ignacio de la Llave,14,10067.0,9914.0,108.0,45.0
Veracruz de Ignacio de la Llave,6,9307.0,3594.0,5182.0,531.0
Veracruz de Ignacio de la Llave,7,9655.0,7113.0,2107.0,435.0
Veracruz de Ignacio de la Llave,8,10094.0,9005.0,850.0,239.0
Veracruz de Ignacio de la Llave,9,9844.0,9323.0,437.0,84.0
Veracruz de Ignacio de la Llave,10,10308.0,9940.0,299.0,69.0
Veracruz de Ignacio de la Llave,11,9203.0,9021.0,158.0,24.0
Veracruz de Ignacio de la Llave,12,9622.0,9459.0,137.0,26.0
Veracruz de Ignacio de la Llave,13,9542.0,9405.0,96.0,41.0
Veracruz de Ignacio de la Llave,14,10092.0,9938.0,108.0,46.0
Veracruz de Ignacio de la Llave,6,6151.0,2655.0,3172.0,324.0
Veracruz de Ignacio de la Llave,7,6530.0,4965.0,1281.0,284.0
Veracruz de Ignacio de la Llave,8,6584.0,5956.0,469.0,159.0
Veracruz de Ignacio de la Llave,9,6586.0,6267.0,271.0,48.0
Veracruz de Ignacio de la Llave,10,6663.0,6455.0,161.0,47.0
Veracruz de Ignacio de la Llave,11,6024.0,5909.0,93.0,22.0
Veracruz de Ignacio de la Llave,12,6406.0,6305.0,77.0,24.0
Veracruz de Ignacio de la Llave,13,6222.0,6109.0,76.0,37.0
Veracruz de Ignacio de la Llave,14,6439.0,6350.0,55.0,34.0
Veracruz de Ignacio de la Llave,6,14460.0,6651.0,6649.0,1160.0
Veracruz de Ignacio de la Llave,7,14570.0,11319.0,2362.0,889.0
Veracruz de Ignacio de la Llave,8,15023.0,13615.0,943.0,465.0
Veracruz de Ignacio de la Llave,9,14751.0,14142.0,448.0,161.0
Veracruz de Ignacio de la Llave,10,15213.0,14804.0,282.0,127.0
Veracruz de Ignacio de la Llave,11,13688.0,13491.0,141.0,56.0
Veracruz de Ignacio de la Llave,12,14560.0,14387.0,107.0,66.0
Veracruz de Ignacio de la Llave,13,14083.0,13878.0,102.0,103.0
Veracruz de Ignacio de la Llave,14,14778.0,14593.0,106.0,79.0
Veracruz de Ignacio de la Llave,6,12894.0,5729.0,6069.0,1096.0
Veracruz de Ignacio de la Llave,7,13296.0,10214.0,2163.0,919.0
Veracruz de Ignacio de la Llave,8,13561.0,12230.0,852.0,479.0
Veracruz de Ignacio de la Llave,9,13360.0,12820.0,392.0,148.0
Veracruz de Ignacio de la Llave,10,13867.0,13459.0,247.0,161.0
Veracruz de Ignacio de la Llave,11,12532.0,12344.0,123.0,65.0
Veracruz de Ignacio de la Llave,12,12949.0,12769.0,113.0,67.0
Veracruz de Ignacio de la Llave,13,12696.0,12498.0,116.0,82.0
Veracruz de Ignacio de la Llave,14,13319.0,13181.0,82.0,56.0
Yucatán,6,36052.0,13409.0,20729.0,1914.0
Yucatán,7,36411.0,24931.0,9955.0,1525.0
Yucatán,8,36750.0,30545.0,5131.0,1074.0
Yucatán,9,37612.0,34515.0,2739.0,358.0
Yucatán,10,38720.0,36699.0,1674.0,347.0
Yucatán,11,34700.0,33783.0,752.0,165.0
Yucatán,12,36539.0,35786.0,586.0,167.0
Yucatán,13,35648.0,35029.0,427.0,192.0
Yucatán,14,36997.0,36370.0,438.0,189.0
Yucatán,6,720.0,143.0,560.0,17.0
Yucatán,7,757.0,349.0,400.0,8.0
Yucatán,8,768.0,522.0,243.0,3.0
Yucatán,9,775.0,635.0,134.0,6.0
Yucatán,10,873.0,802.0,68.0,3.0
Yucatán,11,683.0,651.0,31.0,1.0
Yucatán,12,758.0,732.0,25.0,1.0
Yucatán,13,775.0,741.0,28.0,6.0
Yucatán,14,784.0,761.0,21.0,2.0
Yucatán,6,893.0,161.0,710.0,22.0
Yucatán,7,880.0,434.0,435.0,11.0
Yucatán,8,907.0,630.0,272.0,5.0
Yucatán,9,918.0,765.0,148.0,5.0
Yucatán,10,967.0,874.0,90.0,3.0
Yucatán,11,845.0,816.0,28.0,1.0
Yucatán,12,903.0,887.0,14.0,2.0
Yucatán,13,885.0,873.0,11.0,1.0
Yucatán,14,911.0,896.0,15.0,0.0
Yucatán,6,1465.0,374.0,1066.0,25.0
Yucatán,7,1462.0,781.0,667.0,14.0
Yucatán,8,1489.0,1086.0,394.0,9.0
Yucatán,9,1544.0,1345.0,192.0,7.0
Yucatán,10,1621.0,1502.0,113.0,6.0
Yucatán,11,1392.0,1338.0,53.0,1.0
Yucatán,12,1383.0,1350.0,32.0,1.0
Yucatán,13,1406.0,1382.0,22.0,2.0
Yucatán,14,1501.0,1471.0,21.0,9.0
Yucatán,6,3365.0,862.0,2431.0,72.0
Yucatán,7,3389.0,1843.0,1502.0,44.0
Yucatán,8,3459.0,2544.0,879.0,36.0
Yucatán,9,3633.0,3158.0,463.0,12.0
Yucatán,10,3714.0,3393.0,303.0,18.0
Yucatán,11,3165.0,3035.0,119.0,11.0
Yucatán,12,3545.0,3439.0,99.0,7.0
Yucatán,13,3257.0,3180.0,70.0,7.0
Yucatán,14,3497.0,3408.0,73.0,16.0
Yucatán,6,3964.0,1187.0,2685.0,92.0
Yucatán,7,4041.0,2545.0,1435.0,61.0
Yucatán,8,4018.0,3167.0,802.0,49.0
Yucatán,9,4284.0,3788.0,471.0,25.0
Yucatán,10,4455.0,4141.0,293.0,21.0
Yucatán,11,3858.0,3748.0,100.0,10.0
Yucatán,12,4078.0,3979.0,89.0,10.0
Yucatán,13,3938.0,3873.0,57.0,8.0
Yucatán,14,3956.0,3877.0,63.0,16.0
Yucatán,6,3227.0,1121.0,2025.0,81.0
Yucatán,7,3263.0,2222.0,993.0,48.0
Yucatán,8,3258.0,2716.0,512.0,30.0
Yucatán,9,3408.0,3110.0,278.0,20.0
Yucatán,10,3586.0,3425.0,145.0,16.0
Yucatán,11,3152.0,3076.0,70.0,6.0
Yucatán,12,3219.0,3156.0,61.0,2.0
Yucatán,13,3225.0,3172.0,40.0,13.0
Yucatán,14,3313.0,3262.0,41.0,10.0
Yucatán,6,1715.0,532.0,1119.0,64.0
Yucatán,7,1824.0,1167.0,608.0,49.0
Yucatán,8,1788.0,1493.0,271.0,24.0
Yucatán,9,1854.0,1663.0,176.0,15.0
Yucatán,10,1882.0,1759.0,115.0,8.0
Yucatán,11,1568.0,1528.0,39.0,1.0
Yucatán,12,1750.0,1709.0,38.0,3.0
Yucatán,13,1636.0,1591.0,35.0,10.0
Yucatán,14,1674.0,1640.0,30.0,4.0
Yucatán,6,2667.0,859.0,1721.0,87.0
Yucatán,7,2666.0,1779.0,831.0,56.0
Yucatán,8,2548.0,2082.0,421.0,45.0
Yucatán,9,2756.0,2528.0,211.0,17.0
Yucatán,10,2803.0,2648.0,137.0,18.0
Yucatán,11,2559.0,2480.0,73.0,6.0
Yucatán,12,2650.0,2598.0,46.0,6.0
Yucatán,13,2584.0,2543.0,35.0,6.0
Yucatán,14,2747.0,2701.0,39.0,7.0
Yucatán,6,4079.0,1639.0,2232.0,208.0
Yucatán,7,3881.0,2870.0,861.0,150.0
Yucatán,8,4058.0,3575.0,388.0,95.0
Yucatán,9,4027.0,3779.0,221.0,27.0
Yucatán,10,4165.0,4003.0,140.0,22.0
Yucatán,11,3789.0,3700.0,78.0,11.0
Yucatán,12,4006.0,3931.0,62.0,13.0
Yucatán,13,3875.0,3820.0,40.0,15.0
Yucatán,14,4047.0,3982.0,51.0,14.0
Yucatán,6,1699.0,680.0,969.0,50.0
Yucatán,7,1655.0,1252.0,349.0,54.0
Yucatán,8,1652.0,1431.0,184.0,37.0
Yucatán,9,1581.0,1481.0,86.0,14.0
Yucatán,10,1528.0,1463.0,57.0,8.0
Yucatán,11,1449.0,1412.0,33.0,4.0
Yucatán,12,1457.0,1417.0,31.0,9.0
Yucatán,13,1396.0,1364.0,22.0,10.0
Yucatán,14,1371.0,1339.0,25.0,7.0
Yucatán,6,12258.0,5851.0,5211.0,1196.0
Yucatán,7,12593.0,9689.0,1874.0,1030.0
Yucatán,8,12805.0,11299.0,765.0,741.0
Yucatán,9,12832.0,12263.0,359.0,210.0
Yucatán,10,13126.0,12689.0,213.0,224.0
Yucatán,11,12240.0,11999.0,128.0,113.0
Yucatán,12,12790.0,12588.0,89.0,113.0
Yucatán,13,12671.0,12490.0,67.0,114.0
Yucatán,14,13196.0,13033.0,59.0,104.0
Zacatecas,6,30244.0,12459.0,16084.0,1701.0
Zacatecas,7,30151.0,23915.0,5066.0,1170.0
Zacatecas,8,30389.0,27804.0,1930.0,655.0
Zacatecas,9,30775.0,29584.0,1001.0,190.0
Zacatecas,10,31977.0,31108.0,613.0,256.0
Zacatecas,11,29710.0,29327.0,308.0,75.0
Zacatecas,12,30539.0,30200.0,251.0,88.0
Zacatecas,13,29496.0,29110.0,191.0,195.0
Zacatecas,14,30432.0,30069.0,190.0,173.0
Zacatecas,6,2763.0,942.0,1730.0,91.0
Zacatecas,7,2814.0,2028.0,722.0,64.0
Zacatecas,8,2849.0,2493.0,325.0,31.0
Zacatecas,9,2918.0,2744.0,160.0,14.0
Zacatecas,10,3132.0,3003.0,111.0,18.0
Zacatecas,11,2881.0,2843.0,35.0,3.0
Zacatecas,12,2986.0,2944.0,39.0,3.0
Zacatecas,13,2927.0,2888.0,26.0,13.0
Zacatecas,14,3100.0,3055.0,34.0,11.0
Zacatecas,6,2276.0,863.0,1331.0,82.0
Zacatecas,7,2242.0,1671.0,513.0,58.0
Zacatecas,8,2242.0,2003.0,213.0,26.0
Zacatecas,9,2336.0,2222.0,100.0,14.0
Zacatecas,10,2391.0,2328.0,52.0,11.0
Zacatecas,11,2090.0,2062.0,22.0,6.0
Zacatecas,12,2297.0,2277.0,19.0,1.0
Zacatecas,13,2229.0,2200.0,16.0,13.0
Zacatecas,14,2367.0,2340.0,18.0,9.0
Zacatecas,6,3199.0,1213.0,1815.0,171.0
Zacatecas,7,3028.0,2351.0,595.0,82.0
Zacatecas,8,3097.0,2789.0,267.0,41.0
Zacatecas,9,3220.0,3067.0,134.0,19.0
Zacatecas,10,3347.0,3263.0,66.0,18.0
Zacatecas,11,3151.0,3100.0,43.0,8.0
Zacatecas,12,3232.0,3190.0,35.0,7.0
Zacatecas,13,3099.0,3060.0,19.0,20.0
Zacatecas,14,3205.0,3162.0,22.0,21.0
Zacatecas,6,4227.0,1749.0,2295.0,183.0
Zacatecas,7,4132.0,3190.0,815.0,127.0
Zacatecas,8,4230.0,3872.0,286.0,72.0
Zacatecas,9,4284.0,4111.0,157.0,16.0
Zacatecas,10,4493.0,4359.0,110.0,24.0
Zacatecas,11,4181.0,4120.0,54.0,7.0
Zacatecas,12,4211.0,4161.0,36.0,14.0
Zacatecas,13,3985.0,3936.0,30.0,19.0
Zacatecas,14,4263.0,4214.0,23.0,26.0
Zacatecas,6,2416.0,940.0,1369.0,107.0
Zacatecas,7,2459.0,1950.0,432.0,77.0
Zacatecas,8,2543.0,2344.0,152.0,47.0
Zacatecas,9,2454.0,2367.0,75.0,12.0
Zacatecas,10,2610.0,2546.0,45.0,19.0
Zacatecas,11,2294.0,2258.0,33.0,3.0
Zacatecas,12,2499.0,2469.0,27.0,3.0
Zacatecas,13,2302.0,2267.0,18.0,17.0
Zacatecas,14,2437.0,2403.0,19.0,15.0
Zacatecas,6,2159.0,922.0,1050.0,187.0
Zacatecas,7,2236.0,1759.0,358.0,119.0
Zacatecas,8,2219.0,2042.0,113.0,64.0
Zacatecas,9,2250.0,2166.0,60.0,24.0
Zacatecas,10,2338.0,2272.0,36.0,30.0
Zacatecas,11,2103.0,2084.0,16.0,3.0
Zacatecas,12,2200.0,2183.0,11.0,6.0
Zacatecas,13,2177.0,2154.0,7.0,16.0
Zacatecas,14,2163.0,2129.0,20.0,14.0
Zacatecas,6,1423.0,603.0,730.0,90.0
Zacatecas,7,1398.0,1158.0,175.0,65.0
Zacatecas,8,1389.0,1288.0,77.0,24.0
Zacatecas,9,1399.0,1362.0,34.0,3.0
Zacatecas,10,1431.0,1391.0,26.0,14.0
Zacatecas,11,1380.0,1367.0,11.0,2.0
Zacatecas,12,1406.0,1394.0,8.0,4.0
Zacatecas,13,1368.0,1348.0,9.0,11.0
Zacatecas,14,1455.0,1440.0,5.0,10.0
Zacatecas,6,2355.0,1028.0,1190.0,137.0
Zacatecas,7,2404.0,2019.0,292.0,93.0
Zacatecas,8,2369.0,2221.0,100.0,48.0
Zacatecas,9,2463.0,2369.0,82.0,12.0
Zacatecas,10,2545.0,2494.0,35.0,16.0
Zacatecas,11,2352.0,2329.0,17.0,6.0
Zacatecas,12,2434.0,2408.0,17.0,9.0
Zacatecas,13,2295.0,2270.0,8.0,17.0
Zacatecas,14,2341.0,2317.0,15.0,9.0
Zacatecas,6,2127.0,935.0,1087.0,105.0
Zacatecas,7,2229.0,1866.0,278.0,85.0
Zacatecas,8,2198.0,2040.0,115.0,43.0
Zacatecas,9,2172.0,2111.0,50.0,11.0
Zacatecas,10,2235.0,2178.0,34.0,23.0
Zacatecas,11,2212.0,2187.0,20.0,5.0
Zacatecas,12,2184.0,2163.0,15.0,6.0
Zacatecas,13,2240.0,2199.0,28.0,13.0
Zacatecas,14,2208.0,2175.0,16.0,17.0
Zacatecas,6,7299.0,3264.0,3487.0,548.0
Zacatecas,7,7209.0,5923.0,886.0,400.0
Zacatecas,8,7253.0,6712.0,282.0,259.0
Zacatecas,9,7279.0,7065.0,149.0,65.0
Zacatecas,10,7455.0,7274.0,98.0,83.0
Zacatecas,11,7066.0,6977.0,57.0,32.0
Zacatecas,12,7090.0,7011.0,44.0,35.0
Zacatecas,13,6874.0,6788.0,30.0,56.0
Zacatecas,14,6893.0,6834.0,18.0,41.0
